SAMPEL DATA NEST;
NAMA NEST;No
FWV20;1
GHV84;2
GHV85;3
GHV86;4
HBP34;5
HBP35;6
HBP36;7
HBP09;8
HBP10;9
HBP11;10
HCK68;11
HCK69;12
HCK70;13
GTN88;14
GTN89;15
GTN90;16
